evolution_chain_id,root_name,family,types_in_family,family_category,vega_inclusion,primary_role,recommended_level_up_core,recommended_tm_core,recommended_tutor_core,progression_rule,overcoverage_rule,manual_review_priority
172,ソルロック,ソルロック,いわ / エスパー,人工・無機物,既存（トーホク図鑑205）,特殊アタッカー,げんしのちから / ステルスロック / ねんりき / めいそう,ステルスロック / サイコショック,メテオビーム / トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
173,ドジョッチ,ドジョッチ → ナマズン,じめん / みず,通常生態,未収録・追加対象,物理寄り,アクアジェット / あまごい / どろかけ / すなあらし / たきのぼり / じしん,アクアブレイク / じならし,クイックターン / ねっさのだいち,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
174,ヘイガニ,ヘイガニ → シザリガー,あく / みず,通常生態,未収録・追加対象,物理アタッカー,アクアジェット / みずのはどう / たきのぼり / あまごい / はたきおとす / ちょうはつ,アクアブレイク / バークアウト,クイックターン / はたきおとす,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
175,ヤジロン,ヤジロン → ネンドール,じめん / エスパー,人工・無機物,未収録・追加対象,補助寄り両刀,どろかけ / マッドショット / サイコカッター / ねんりき / だいちのちから / すなあらし / まきびし / サイコキネシス,じならし / サイコショック,ねっさのだいち / トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
176,リリーラ,リリーラ → ユレイドル,いわ / くさ,化石,既存（トーホク図鑑119）; 既存（トーホク図鑑120）,両刀・可変,いわおとし / げんしのちから / はっぱカッター / メガドレイン / いわなだれ / パワージェム / ステルスロック / タネばくだん,ステルスロック / くさむすび,メテオビーム / グラススライダー,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
177,アノプス,アノプス → アーマルド,いわ / むし,化石,未収録・追加対象,物理寄り,いわおとし / ステルスロック / むしくい / ねばねばネット / ストーンエッジ / メガホーン,ステルスロック / とんぼがえり,メテオビーム / むしくい,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
178,ヒンバス,ヒンバス → ミロカロス,みず,通常生態,未収録・追加対象,両刀・可変,アクアジェット / みずのはどう / アクアブレイク / なみのり / あまごい,アクアブレイク,クイックターン,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
179,ポワルン,ポワルン,ノーマル,通常生態,未収録・追加対象,特殊アタッカー,スピードスター / アンコール,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
180,カクレオン,カクレオン,ノーマル,通常生態,未収録・追加対象,耐久・補助,ずつき / スピードスター,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
181,カゲボウズ,カゲボウズ → ジュペッタ,ゴースト,通常生態,既存（トーホク図鑑320）; 既存（トーホク図鑑321）,物理アタッカー,おどろかす / おにび / ポルターガイスト,シャドークロー,ポルターガイスト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
182,ヨマワル,ヨマワル → サマヨール → ヨノワール,ゴースト,通常生態,既存（トーホク図鑑267）; 既存（トーホク図鑑268）; 既存（トーホク図鑑269）,物理アタッカー,おどろかす / おにび / たたりめ / ポルターガイスト,シャドークロー,ポルターガイスト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
183,トロピウス,トロピウス,くさ / ひこう,通常生態,既存（トーホク図鑑074）,特殊寄り,メガドレイン / やどりぎのタネ / かぜおこし / おいかぜ,くさむすび / アクロバット,グラススライダー / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
184,リーシャン,リーシャン → チリーン,エスパー,ベビィ含有,未収録・追加対象,特殊寄り,サイコキネシス / めいそう / ひかりのかべ / ねんりき,サイコショック,トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
185,アブソル,アブソル,あく,通常生態,既存（トーホク図鑑052）,物理アタッカー,かみつく / ちょうはつ,バークアウト,はたきおとす,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
186,ユキワラシ,ユキワラシ → オニゴーリ → ユキメノコ,こおり / ゴースト,通常生態,未収録・追加対象,特殊アタッカー,こごえるかぜ / ゆきげしき / れいとうビーム / ふぶき / シャドーボール / おにび,アイススピナー / シャドークロー,トリプルアクセル / ポルターガイスト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P1
