evolution_chain_id,root_national_no,family,root_name,generation_first,types,category,vega_existing_members,new_members_to_import,integration_mode,tohoku_map_code,tohoku_location,tohoku_method,tohoku_level,tohoku_rate,tohoku_condition,kanto_map_code,kanto_location,kanto_method,kanto_level,kanto_rate,kanto_condition,dual_region_role,table_policy,implementation_priority
135,265,ケムッソ → カラサリス → マユルド → アゲハント → ドクケイル,ケムッソ,3,ひこう／どく／むし,通常生態,なし,ケムッソ・カラサリス・アゲハント・マユルド・ドクケイル,外来生態レイヤーへ追加,T502,502ばんどうろ／すいどう,ずつき／朝昼オーバーレイ,Lv.3～6,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K24,24ばんどうろ,草むらオーバーレイ,Lv.74～79,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
136,270,ハスボー → ハスブレロ → ルンパッパ,ハスボー,3,みず／くさ,通常生態,なし,ハスボー・ハスブレロ・ルンパッパ,外来生態レイヤーへ追加,T508,508ばんどうろ／すいどう,水上オーバーレイ,Lv.19～25,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K15,15ばんどうろ,水上オーバーレイ,Lv.85～90,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
137,273,タネボー → コノハナ → ダーテング,タネボー,3,くさ／あく,通常生態,なし,タネボー・コノハナ・ダーテング,外来生態レイヤーへ追加,T026,ハクジのもり,夜間オーバーレイ,Lv.38～48／殿堂入り後Lv.50～65,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K26,トキワのもり,夜間オーバーレイ,Lv.70～76,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
138,276,スバメ → オオスバメ,スバメ,3,ノーマル／ひこう,通常生態,スバメ・オオスバメ,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K24,24ばんどうろ,草むらオーバーレイ,Lv.74～79,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
139,278,キャモメ → ペリッパー,キャモメ,3,ひこう／みず,通常生態,なし,キャモメ・ペリッパー,外来生態レイヤーへ追加,T507,507ばんどうろ／すいどう,釣りオーバーレイ,Lv.17～23,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K25,25ばんどうろ,釣りオーバーレイ,Lv.75～80,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
140,280,ラルトス → キルリア → サーナイト → エルレイド,ラルトス,3,かくとう／エスパー／フェアリー,通常生態,ラルトス・キルリア・サーナイト・エルレイド,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K23,23ばんどうろ,草むらオーバーレイ,Lv.92～98,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
141,283,アメタマ → アメモース,アメタマ,3,ひこう／むし／みず,通常生態,なし,アメタマ・アメモース,外来生態レイヤーへ追加,T508,508ばんどうろ／すいどう,釣りオーバーレイ,Lv.19～25,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K15,15ばんどうろ,釣りオーバーレイ,Lv.85～90,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
142,285,キノココ → キノガッサ,キノココ,3,かくとう／くさ,通常生態,キノココ・キノガッサ,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K02,2ばんどうろ,ずつき／朝昼オーバーレイ,Lv.69～73,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
143,287,ナマケロ → ヤルキモノ → ケッキング,ナマケロ,3,ノーマル,通常生態,なし,ナマケロ・ヤルキモノ・ケッキング,外来生態レイヤーへ追加,T503,503ばんどうろ／すいどう,草むらオーバーレイ,Lv.5～9,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K18,18ばんどうろ,草むらオーバーレイ,Lv.84～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
144,290,ツチニン → テッカニン → ヌケニン,ツチニン,3,ひこう／じめん／むし／ゴースト,人工・無機物,ツチニン・テッカニン・ヌケニン,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K03,3ばんどうろ,夜間オーバーレイ,Lv.71～75,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
145,293,ゴニョニョ → ドゴーム → バクオング,ゴニョニョ,3,ノーマル,通常生態,ゴニョニョ・ドゴーム・バクオング,なし,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K05,5ばんどうろ,草むらオーバーレイ,Lv.74～79,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0
146,296,マクノシタ → ハリテヤマ,マクノシタ,3,かくとう,通常生態,なし,マクノシタ・ハリテヤマ,外来生態レイヤーへ追加,T514,514ばんどうろ／すいどう,草むらオーバーレイ,Lv.31～38,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K42,チャンピオンロード,洞窟・屋内オーバーレイ,Lv.94～100,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
90,298,ルリリ → マリル → マリルリ,ルリリ,2,ノーマル／みず／フェアリー,ベビィ含有,なし,マリル・マリルリ・ルリリ,外来生態レイヤーへ追加,T508,508ばんどうろ／すいどう,DexNav隠し枠／低確率タマゴ,Lv.19～25,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K15,15ばんどうろ,DexNav隠し枠／低確率タマゴ,Lv.85～90,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
147,299,ノズパス → ダイノーズ,ノズパス,3,いわ／はがね,通常生態,なし,ノズパス・ダイノーズ,外来生態レイヤーへ追加,T031,ユキユキやま,いわくだき／DexNav,Lv.36～46／殿堂入り後Lv.58～72,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K30,イワヤマトンネル,いわくだき／DexNav,Lv.80～87,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
148,300,エネコ → エネコロロ,エネコ,3,ノーマル,通常生態,なし,エネコ・エネコロロ,外来生態レイヤーへ追加,T501,501ばんどうろ／すいどう,草むらオーバーレイ,Lv.2～5,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K05,5ばんどうろ,草むらオーバーレイ,Lv.74～79,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
