national_no,name,identifier,generation,types,evolution_chain_id,family_category,is_legendary,is_mythical,vega_status,integration_action,earliest_gate,primary_area,acquisition_method,encounter_rate_or_limit,conditions,dex_policy,id_policy
225,デリバード,delibird,2,こおり／ひこう,115,通常生態,no,no,既存（トーホク図鑑359）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.359。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_359（実ROMから確定）
226,マンタイン,mantine,2,みず／ひこう,116,ベビィ含有,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,こおりのしま,進化,―,レベルアップ＋手持ちにテッポウオ（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0226（新規16bit ID）
227,エアームド,skarmory,2,はがね／ひこう,117,通常生態,no,no,既存（トーホク図鑑028）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.028。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_028（実ROMから確定）
228,デルビル,houndour,2,あく／ほのお,118,通常生態,no,no,既存（トーホク図鑑014）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.014。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_014（実ROMから確定）
229,ヘルガー,houndoom,2,あく／ほのお,118,通常生態,no,no,既存（トーホク図鑑015）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.015。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_015（実ROMから確定）
230,キングドラ,kingdra,2,みず／ドラゴン,54,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,シオウ近海,進化,―,りゅうのウロコを持たせて「つながりのヒモ」を使用。NPC交換でも進化可。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0230（新規16bit ID）
231,ゴマゾウ,phanpy,2,じめん,119,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ちえのどうくつ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0231（新規16bit ID）
232,ドンファン,donphan,2,じめん,119,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ちえのどうくつ,進化,―,レベルアップ＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0232（新規16bit ID）
233,ポリゴン２,porygon2,2,ノーマル,68,人工・無機物,no,no,既存（トーホク図鑑076）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.076。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_076（実ROMから確定）
234,オドシシ,stantler,2,ノーマル,120,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ニューアイランド,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0234（新規16bit ID）
235,ドーブル,smeargle,2,ノーマル,121,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,501ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0235（新規16bit ID）
236,バルキー,tyrogue,2,かくとう,47,ベビィ含有,no,no,既存（トーホク図鑑046）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.046。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_046（実ROMから確定）
237,カポエラー,hitmontop,2,かくとう,47,ベビィ含有,no,no,既存（トーホク図鑑049）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.049。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_049（実ROMから確定）
238,ムチュール,smoochum,2,こおり／エスパー,59,ベビィ含有,no,no,既存（トーホク図鑑184）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.184。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_184（実ROMから確定）
239,エレキッド,elekid,2,でんき,60,ベビィ含有,no,no,既存（トーホク図鑑112）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.112。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_112（実ROMから確定）
240,ブビィ,magby,2,ほのお,61,ベビィ含有,no,no,既存（トーホク図鑑115）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.115。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_115（実ROMから確定）
241,ミルタンク,miltank,2,ノーマル,122,通常生態,no,no,既存（トーホク図鑑092）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.092。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_092（実ROMから確定）
242,ハピナス,blissey,2,ノーマル,51,ベビィ含有,no,no,既存（トーホク図鑑289）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.289。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_289（実ROMから確定）
243,ライコウ,raikou,2,でんき,123,伝説,yes,no,既存（トーホク図鑑139）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.139。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_139（実ROMから確定）
244,エンテイ,entei,2,ほのお,124,伝説,yes,no,既存（トーホク図鑑140）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.140。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_140（実ROMから確定）
245,スイクン,suicune,2,みず,125,伝説,yes,no,既存（トーホク図鑑141）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.141。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_141（実ROMから確定）
246,ヨーギラス,larvitar,2,いわ／じめん,126,600族,no,no,既存（トーホク図鑑124）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.124。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_124（実ROMから確定）
247,サナギラス,pupitar,2,いわ／じめん,126,600族,no,no,既存（トーホク図鑑125）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.125。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_125（実ROMから確定）
248,バンギラス,tyranitar,2,いわ／あく,126,600族,no,no,既存（トーホク図鑑126）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.126。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_126（実ROMから確定）
249,ルギア,lugia,2,エスパー／ひこう,127,伝説,yes,no,既存（トーホク図鑑148）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.148。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_148（実ROMから確定）
250,ホウオウ,ho-oh,2,ほのお／ひこう,128,伝説,yes,no,既存（トーホク図鑑149）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.149。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_149（実ROMから確定）
251,セレビィ,celebi,2,エスパー／くさ,129,幻,no,yes,未収録・追加対象,新IDへ追加,殿堂入り＋ときのかけら3個,ときのようかん,固定シンボル／専用クエスト,―,館内の時計を3つ直すと庭が出現し、セレビィと固定戦。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0251（新規16bit ID）
252,キモリ,treecko,3,くさ,130,御三家,no,no,未収録・追加対象,新IDへ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0252（新規16bit ID）
253,ジュプトル,grovyle,3,くさ,130,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0253（新規16bit ID）
254,ジュカイン,sceptile,3,くさ,130,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0254（新規16bit ID）
255,アチャモ,torchic,3,ほのお,131,御三家,no,no,未収録・追加対象,新IDへ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0255（新規16bit ID）
256,ワカシャモ,combusken,3,ほのお／かくとう,131,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0256（新規16bit ID）
257,バシャーモ,blaziken,3,ほのお／かくとう,131,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0257（新規16bit ID）
