evolution_chain_id,root_national_no,family,generation_first,types,category,vega_existing_members,new_members_to_import,integration_mode,earliest_gate,primary_area,primary_method,suggested_rate,condition_design,table_policy,implementation_priority
211,408,ズガイドス → ラムパルド,4,いわ,化石,なし,ズガイドス・ラムパルド,化石復元追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,通常野生表には入れない,P2
212,410,タテトプス → トリデプス,4,いわ／はがね,化石,なし,タテトプス・トリデプス,化石復元追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,通常野生表には入れない,P2
213,412,ミノムッチ → ミノマダム → ガーメイル,4,ひこう／むし／くさ,通常生態,なし,ミノムッチ・ミノマダム・ガーメイル,外来生態レイヤーへ追加,殿堂入り後,全国生態保護区（サファリ増設区画）,生態保護区ローテーション,対象日10～20%（チケットで固定可）,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
214,415,ミツハニー → ビークイン,4,ひこう／むし,通常生態,なし,ミツハニー・ビークイン,外来生態レイヤーへ追加,バッジ7～8個,502ばんどうろ,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
215,417,パチリス,4,でんき,通常生態,パチリス,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
216,418,ブイゼル → フローゼル,4,みず,通常生態,ブイゼル・フローゼル,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
217,420,チェリンボ → チェリム,4,くさ,通常生態,なし,チェリンボ・チェリム,外来生態レイヤーへ追加,バッジ7～8個,サファリゾーン東,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
218,422,カラナクシ → トリトドン,4,じめん／みず,通常生態,なし,カラナクシ・トリトドン,外来生態レイヤーへ追加,殿堂入り後,かいていトンネル,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
219,425,フワンテ → フワライド,4,ひこう／ゴースト,通常生態,なし,フワンテ・フワライド,外来生態レイヤーへ追加,殿堂入り後,ダークタワー,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
220,427,ミミロル → ミミロップ,4,ノーマル,通常生態,なし,ミミロル・ミミロップ,外来生態レイヤーへ追加,バッジ1～2個,501ばんどうろ,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
221,431,ニャルマー → ブニャット,4,ノーマル,通常生態,なし,ニャルマー・ブニャット,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン中央,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
223,434,スカンプー → スカタンク,4,どく／あく,通常生態,なし,スカンプー・スカタンク,外来生態レイヤーへ追加,殿堂入り後,こころのやかた,屋内オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
224,436,ドーミラー → ドータクン,4,はがね／エスパー,人工・無機物,なし,ドーミラー・ドータクン,外来生態レイヤーへ追加,殿堂入り後,D・H異常生態区画（新規小部屋）,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
228,441,ペラップ,4,ノーマル／ひこう,通常生態,ペラップ,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
229,442,ミカルゲ,4,ゴースト／あく,通常生態,なし,ミカルゲ,外来生態レイヤーへ追加,バッジ3～4個,こころのやかた,夜間オーバーレイ,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
230,443,フカマル → ガバイト → ガブリアス,4,じめん／ドラゴン,600族,フカマル・ガバイト・ガブリアス,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
232,447,リオル → ルカリオ,4,かくとう／はがね,ベビィ含有,リオル・ルカリオ,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
233,449,ヒポポタス → カバルドン,4,じめん,通常生態,なし,ヒポポタス・カバルドン,外来生態レイヤーへ追加,殿堂入り後,チャンピオンロード,洞窟オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
234,451,スコルピ → ドラピオン,4,どく／むし／あく,通常生態,スコルピ・ドラピオン,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
235,453,グレッグル → ドクロッグ,4,かくとう／どく,通常生態,なし,グレッグル・ドクロッグ,外来生態レイヤーへ追加,殿堂入り後,ユキユキやま,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
236,455,マスキッパ,4,くさ,通常生態,マスキッパ,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
237,456,ケイコウオ → ネオラント,4,みず,通常生態,なし,ケイコウオ・ネオラント,外来生態レイヤーへ追加,バッジ3～4個,こおりのしま,釣り,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
239,459,ユキカブリ → ユキノオー,4,くさ／こおり,通常生態,ユキカブリ・ユキノオー,なし,ベガ既存系統を完全保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存テーブル無変更,P0
240,479,ロトム,4,ゴースト／でんき,人工・無機物,なし,ロトム,外来生態レイヤーへ追加,殿堂入り後,D・Hビル／D・Hだんアジト,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
